CUST_ID,PRODUCT_ID,DEALERSHIP_ID,PAYMENT_DESC,PROMO_ID,DATE_ID,TRANSACTION_ID,EMPLOYEE_ID,TIME_KEY,SELLING_PRICE,COST,QUANTITY,DISCOUNT,HOLDBACK,REBATE,TRANSACTION_DATE
4524,86502,14,Cash,200,2452439,1047463,86442,114953,614.00,12.00,1,13.00,15.00,9.00,2022-01-12 00:00:00
6345,86526,20,Other,200,2452439,1047740,86469,72433,2850.00,26.00,1,23.00,65.00,39.00,2022-01-12 00:00:00
4524,2001,14,Loan,200,2452439,1047463,86480,82322,83048.00,780.00,1,19.00,1950.00,1170.00,2022-01-12 00:00:00
5665,2000,26,Cash,200,2452439,1046782,86499,105552,93380.00,1840.00,1,13.00,2300.00,1380.00,2022-01-12 00:00:00
1458,2002,19,Other,200,2452439,1046314,86468,124104,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-12 00:00:00
5665,86537,26,Cash,200,2452439,1046782,86493,155914,2035.00,45.00,1,.00,56.00,34.00,2022-01-12 00:00:00
4524,2001,14,Loan,200,2452439,1047463,86451,162454,83048.00,780.00,1,19.00,1950.00,1170.00,2022-01-12 00:00:00
2540,86505,11,Bank Draft,200,2452440,1047213,86433,175211,695.00,7.00,1,16.00,17.00,10.00,2022-01-12 00:00:00
2540,86537,11,Loan,200,2452440,1047213,86433,72359,2035.00,45.00,1,.00,56.00,34.00,2022-01-12 00:00:00
2540,2001,11,Other,200,2452440,1047213,86464,163457,83048.00,780.00,1,19.00,1950.00,1170.00,2022-01-12 00:00:00
6061,86537,1,Cash,200,2452440,1047366,86415,134209,2035.00,45.00,1,.00,56.00,34.00,2022-01-12 00:00:00
6061,86506,1,Lease,200,2452440,1047366,86415,170757,536.00,11.00,1,8.00,14.00,8.00,2022-01-12 00:00:00
1095,2002,17,Loan,200,2452440,1047851,86467,165236,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-12 00:00:00
6061,2001,1,Loan,200,2452440,1047366,86445,130433,83048.00,780.00,1,19.00,1950.00,1170.00,2022-01-12 00:00:00
6061,86532,1,Cash,200,2452440,1047366,86415,124258,206.00,2.00,1,1.00,6.00,3.00,2022-01-12 00:00:00
2540,86520,11,Loan,200,2452440,1047213,86464,83811,191.00,4.00,1,23.00,4.00,3.00,2022-01-12 00:00:00
6061,86518,1,Bank Draft,200,2452440,1047366,86415,85146,2495.00,53.00,1,4.00,67.00,40.00,2022-01-12 00:00:00
1095,2004,17,Cash,200,2452440,1047851,86460,111907,54772.00,540.00,1,13.00,1350.00,810.00,2022-01-12 00:00:00
6727,86510,27,Other,200,2452441,1047167,86494,71317,1125.00,22.00,1,12.00,28.00,17.00,2022-01-12 00:00:00
6727,86523,27,Cash,200,2452441,1047167,86494,75538,2543.00,23.00,1,22.00,59.00,35.00,2022-01-12 00:00:00
6727,86536,27,Bank Draft,200,2452441,1047167,86494,90532,1178.00,12.00,1,7.00,31.00,18.00,2022-01-12 00:00:00
4411,86528,29,Cash,200,2452441,1047439,86436,120228,453.00,4.00,1,19.00,11.00,6.00,2022-01-12 00:00:00
6727,86515,27,Other,200,2452441,1047167,86494,152532,2462.00,23.00,1,23.00,56.00,34.00,2022-01-12 00:00:00
6727,86532,27,Loan,200,2452441,1047167,86417,94553,206.00,2.00,1,1.00,6.00,3.00,2022-01-12 00:00:00
6330,86514,21,Bank Draft,200,2452441,1047892,86418,123516,1025.00,11.00,1,1.00,28.00,17.00,2022-01-12 00:00:00
4406,86538,27,Bank Draft,200,2452441,1047367,86494,70815,359.00,7.00,1,15.00,9.00,5.00,2022-01-12 00:00:00
6330,86509,21,Loan,200,2452441,1047892,86465,131744,673.00,12.00,1,22.00,16.00,9.00,2022-01-12 00:00:00
6727,86503,27,Lease,200,2452441,1047167,86494,70806,680.00,7.00,1,7.00,18.00,11.00,2022-01-12 00:00:00
4411,86506,29,Loan,200,2452441,1047439,86496,130803,536.00,11.00,1,8.00,14.00,8.00,2022-01-12 00:00:00
6330,86534,21,Cash,200,2452441,1047892,86465,113630,4179.00,44.00,1,5.00,111.00,66.00,2022-01-12 00:00:00
4406,86535,27,Other,200,2452441,1047367,86417,180520,359.00,3.00,1,24.00,8.00,5.00,2022-01-12 00:00:00
4406,86509,27,Cash,200,2452441,1047367,86494,122734,586.00,12.00,1,5.00,16.00,9.00,2022-01-12 00:00:00
6727,86518,27,Bank Draft,200,2452441,1047167,86494,92122,2495.00,53.00,1,4.00,67.00,40.00,2022-01-12 00:00:00
6727,86505,27,Loan,200,2452441,1047167,86417,150635,695.00,7.00,1,16.00,17.00,10.00,2022-01-12 00:00:00
6140,86533,29,Cash,200,2452442,1047637,86436,134217,4487.00,44.00,1,13.00,111.00,66.00,2022-01-12 00:00:00
6140,86526,29,Loan,200,2452442,1047637,86436,135351,2850.00,26.00,1,23.00,65.00,39.00,2022-01-12 00:00:00
6026,86532,20,Other,200,2452442,1047326,86469,124142,206.00,2.00,1,1.00,6.00,3.00,2022-01-12 00:00:00
6026,2003,20,Lease,200,2452442,1047326,86469,142919,85318.00,840.00,1,13.00,2100.00,1260.00,2022-01-12 00:00:00
5266,86541,17,Lease,200,2452442,1047995,86492,115724,730.00,7.00,1,16.00,18.00,11.00,2022-01-12 00:00:00
6026,86510,20,Bank Draft,200,2452442,1047326,86469,161930,1125.00,22.00,1,12.00,28.00,17.00,2022-01-12 00:00:00
2624,86526,12,Loan,200,2452359,1047006,86435,123541,2850.00,26.00,1,23.00,65.00,39.00,2022-01-11 00:00:00
2624,86515,12,Bank Draft,200,2452359,1047006,86435,154521,2462.00,23.00,1,23.00,56.00,34.00,2022-01-11 00:00:00
2624,86506,12,Loan,200,2452359,1047006,86435,114851,536.00,11.00,1,8.00,14.00,8.00,2022-01-11 00:00:00
2624,86520,12,Bank Draft,200,2452359,1047006,86435,105610,191.00,4.00,1,23.00,4.00,3.00,2022-01-11 00:00:00
2624,86507,12,Cash,200,2452359,1047006,86435,115742,411.00,5.00,1,1.00,11.00,7.00,2022-01-11 00:00:00
3441,86507,8,Bank Draft,200,2452359,1046896,86491,91405,411.00,5.00,1,1.00,11.00,7.00,2022-01-11 00:00:00
2624,86525,12,Bank Draft,200,2452359,1047006,86435,101247,230.00,4.00,1,17.00,6.00,3.00,2022-01-11 00:00:00
5991,86530,23,Lease,200,2452360,1046968,86470,184351,3119.00,62.00,1,12.00,78.00,47.00,2022-01-11 00:00:00
6535,86513,2,Other,200,2452360,1046470,86498,130216,3294.00,35.00,1,6.00,86.00,52.00,2022-01-11 00:00:00
5991,86540,23,Loan,200,2452360,1046968,86458,152937,1171.00,22.00,1,17.00,28.00,17.00,2022-01-11 00:00:00
6607,2002,6,Loan,200,2452360,1046320,86424,152845,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-11 00:00:00
5991,86537,23,Bank Draft,200,2452360,1046968,86458,91610,2035.00,45.00,1,.00,56.00,34.00,2022-01-11 00:00:00
6535,86518,2,Loan,200,2452360,1046470,86478,120101,2495.00,53.00,1,4.00,67.00,40.00,2022-01-11 00:00:00
5991,86537,23,Loan,200,2452360,1046968,86479,95751,2035.00,45.00,1,.00,56.00,34.00,2022-01-11 00:00:00
5991,86543,23,Loan,200,2452360,1046968,86458,111141,1121.00,11.00,1,14.00,27.00,16.00,2022-01-11 00:00:00
5547,2003,23,Loan,200,2452361,1047178,86479,85751,85318.00,840.00,1,13.00,2100.00,1260.00,2022-01-11 00:00:00
5817,86528,17,Bank Draft,200,2452361,1046970,86467,123657,453.00,4.00,1,19.00,11.00,6.00,2022-01-11 00:00:00
5817,86516,17,Loan,200,2452361,1046970,86467,74529,3952.00,85.00,1,4.00,106.00,63.00,2022-01-11 00:00:00
5817,86530,17,Loan,200,2452361,1046970,86460,115910,3119.00,62.00,1,12.00,78.00,47.00,2022-01-11 00:00:00
6729,86521,28,Loan,200,2452361,1046912,86454,140957,4651.00,43.00,1,23.00,106.00,64.00,2022-01-11 00:00:00
6729,86537,28,Lease,200,2452361,1046912,86422,144117,2035.00,45.00,1,.00,56.00,34.00,2022-01-11 00:00:00
5547,86508,23,Lease,200,2452361,1047178,86490,134132,641.00,6.00,1,16.00,16.00,9.00,2022-01-11 00:00:00
5817,86513,17,Other,125,2452361,1046970,86492,143259,3294.00,35.00,1,6.00,86.00,52.00,2022-01-11 00:00:00
6729,86512,28,Cash,200,2452361,1046912,86422,144950,4303.00,45.00,1,6.00,113.00,68.00,2022-01-11 00:00:00
5817,2002,17,Lease,200,2452361,1046970,86492,185956,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-11 00:00:00
6729,86529,28,Loan,200,2452361,1046912,86446,140728,1351.00,28.00,1,7.00,35.00,21.00,2022-01-11 00:00:00
4501,2003,22,Bank Draft,200,2452362,1047173,86430,80304,85318.00,840.00,1,13.00,2100.00,1260.00,2022-01-11 00:00:00
5727,2002,24,Loan,200,2452362,1047889,86482,94709,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-11 00:00:00
3956,2001,29,Loan,200,2452362,1046433,86496,132947,83048.00,780.00,1,19.00,1950.00,1170.00,2022-01-11 00:00:00
4501,86503,22,Loan,200,2452362,1047173,86404,102021,680.00,7.00,1,7.00,18.00,11.00,2022-01-11 00:00:00
4501,86525,22,Lease,200,2452362,1047173,86477,85028,230.00,4.00,1,17.00,6.00,3.00,2022-01-11 00:00:00
5727,86529,24,Loan,200,2452362,1047889,86443,182909,1351.00,28.00,1,7.00,35.00,21.00,2022-01-11 00:00:00
5727,86523,24,Cash,200,2452362,1047889,86482,174558,2238.00,23.00,1,6.00,59.00,35.00,2022-01-11 00:00:00
5896,86503,19,Cash,200,2452362,1047608,86468,114901,680.00,7.00,1,7.00,18.00,11.00,2022-01-11 00:00:00
5896,86538,19,Cash,200,2452362,1047608,86468,81847,359.00,7.00,1,15.00,9.00,5.00,2022-01-11 00:00:00
5896,86540,19,Loan,200,2452362,1047608,86468,90427,1171.00,22.00,1,17.00,28.00,17.00,2022-01-11 00:00:00
5896,86535,19,Lease,200,2452362,1047608,86485,185959,359.00,3.00,1,24.00,8.00,5.00,2022-01-11 00:00:00
732,86509,27,Other,200,2452362,1046408,86417,153903,567.00,6.00,1,1.00,16.00,9.00,2022-01-11 00:00:00
732,86542,27,Loan,200,2452362,1046408,86417,163245,180.00,4.00,1,15.00,4.00,3.00,2022-01-11 00:00:00
4573,86539,28,Lease,200,2452363,1047909,86446,155317,1675.00,19.00,1,.00,46.00,28.00,2022-01-11 00:00:00
4573,86528,28,Bank Draft,200,2452363,1047909,86446,84411,453.00,4.00,1,19.00,11.00,6.00,2022-01-11 00:00:00
6111,86532,8,Bank Draft,125,2452364,1047261,86491,151521,206.00,2.00,1,1.00,6.00,3.00,2022-01-11 00:00:00
6111,86541,8,Bank Draft,200,2452364,1047261,86428,183049,730.00,7.00,1,16.00,18.00,11.00,2022-01-11 00:00:00
6111,86510,8,Cash,200,2452364,1047261,86428,70406,1125.00,22.00,1,12.00,28.00,17.00,2022-01-11 00:00:00
6400,86535,15,Loan,200,2452367,1046342,86444,165632,359.00,3.00,1,24.00,8.00,5.00,2022-01-11 00:00:00
6400,86504,15,Loan,200,2452367,1046342,86444,145015,596.00,13.00,1,2.00,16.00,10.00,2022-01-11 00:00:00
6400,86532,15,Cash,200,2452367,1046342,86455,163704,206.00,2.00,1,1.00,6.00,3.00,2022-01-11 00:00:00
6400,86508,15,Other,200,2452367,1046342,86444,175832,641.00,6.00,1,16.00,16.00,9.00,2022-01-11 00:00:00
3404,2001,6,Loan,125,2452368,1047346,86402,132411,83048.00,780.00,1,19.00,1950.00,1170.00,2022-01-11 00:00:00
3404,86508,6,Lease,200,2452368,1047346,86424,82849,641.00,6.00,1,16.00,16.00,9.00,2022-01-11 00:00:00
3404,2003,6,Loan,200,2452368,1047346,86424,182928,85318.00,840.00,1,13.00,2100.00,1260.00,2022-01-11 00:00:00
1802,86520,27,Bank Draft,200,2452369,1046765,86494,92439,191.00,4.00,1,23.00,4.00,3.00,2022-01-11 00:00:00
4879,86514,21,Bank Draft,200,2452369,1046719,86475,105802,1025.00,11.00,1,1.00,28.00,17.00,2022-01-11 00:00:00
1802,86542,27,Loan,200,2452369,1046765,86417,174420,180.00,4.00,1,15.00,4.00,3.00,2022-01-11 00:00:00
5960,86508,18,Bank Draft,200,2452369,1047871,86410,102950,641.00,6.00,1,16.00,16.00,9.00,2022-01-11 00:00:00
5960,86529,18,Loan,200,2452369,1047871,86425,174750,1351.00,28.00,1,7.00,35.00,21.00,2022-01-11 00:00:00
5745,2004,14,Bank Draft,200,2452369,1047691,86451,80102,54772.00,540.00,1,13.00,1350.00,810.00,2022-01-11 00:00:00
5745,2002,14,Cash,200,2452369,1047691,86451,83003,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-11 00:00:00
4879,86525,21,Other,200,2452369,1046719,86447,74830,230.00,4.00,1,17.00,6.00,3.00,2022-01-11 00:00:00
1802,86506,27,Lease,200,2452369,1046765,86417,103931,536.00,11.00,1,8.00,14.00,8.00,2022-01-11 00:00:00
5960,86541,18,Bank Draft,200,2452369,1047871,86462,184914,730.00,14.00,1,16.00,18.00,11.00,2022-01-11 00:00:00
5960,86539,18,Other,200,2452369,1047871,86413,110833,1675.00,19.00,1,.00,46.00,28.00,2022-01-11 00:00:00
5960,86515,18,Bank Draft,200,2452369,1047871,86413,134444,2462.00,23.00,1,23.00,56.00,34.00,2022-01-11 00:00:00
4879,86515,21,Bank Draft,200,2452369,1046719,86465,111523,2462.00,23.00,1,23.00,56.00,34.00,2022-01-11 00:00:00
5960,86515,18,Loan,200,2452369,1047871,86413,160756,2462.00,23.00,1,23.00,56.00,34.00,2022-01-11 00:00:00
5960,86517,18,Cash,200,2452369,1047871,86413,93507,2655.00,27.00,1,11.00,67.00,40.00,2022-01-11 00:00:00
4556,2002,30,Cash,200,2452370,1046531,86473,103446,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-11 00:00:00
4556,86538,30,Other,200,2452370,1046531,86473,74505,359.00,7.00,1,15.00,9.00,5.00,2022-01-11 00:00:00
6331,86531,7,Cash,200,2452371,1047977,86453,72229,351.00,3.00,1,13.00,9.00,5.00,2022-01-11 00:00:00
6187,86512,16,Bank Draft,125,2452371,1046349,86457,165644,4303.00,45.00,1,6.00,113.00,68.00,2022-01-11 00:00:00
6187,86526,16,Cash,200,2452371,1046349,86489,124012,2850.00,26.00,1,23.00,65.00,39.00,2022-01-11 00:00:00
6331,86504,7,Cash,200,2452371,1047977,86453,131406,596.00,13.00,1,2.00,16.00,10.00,2022-01-11 00:00:00
3900,2004,12,Lease,200,2452371,1046376,86435,115629,18257.00,540.00,3,13.00,1350.00,810.00,2022-01-11 00:00:00
3900,86523,12,Loan,200,2452371,1046376,86435,85635,2145.00,47.00,1,1.00,59.00,35.00,2022-01-11 00:00:00
6187,86525,16,Loan,200,2452371,1046349,86457,170826,230.00,4.00,1,17.00,6.00,3.00,2022-01-11 00:00:00
3900,86529,12,Lease,200,2452371,1046376,86435,95050,1351.00,28.00,1,7.00,35.00,21.00,2022-01-11 00:00:00
6187,86531,16,Cash,200,2452371,1046349,86489,132543,117.00,3.00,3,13.00,9.00,5.00,2022-01-11 00:00:00
4767,86519,9,Loan,200,2452372,1046582,86411,162951,2445.00,27.00,1,1.00,67.00,40.00,2022-01-11 00:00:00
5796,2001,15,Bank Draft,200,2452372,1047352,86455,144239,83048.00,780.00,1,19.00,1950.00,1170.00,2022-01-11 00:00:00
4767,86516,9,Cash,200,2452372,1046582,86419,183825,3952.00,85.00,1,4.00,106.00,63.00,2022-01-11 00:00:00
3456,86523,29,Loan,200,2452372,1046889,86496,150819,2473.00,47.00,1,18.00,59.00,35.00,2022-01-11 00:00:00
4767,86537,9,Other,200,2452372,1046582,86411,113923,2035.00,45.00,1,.00,56.00,34.00,2022-01-11 00:00:00
3456,86520,29,Lease,200,2452372,1046889,86496,184441,191.00,4.00,1,23.00,4.00,3.00,2022-01-11 00:00:00
5796,86509,15,Cash,200,2452372,1047352,86476,80258,660.00,6.00,1,19.00,16.00,9.00,2022-01-11 00:00:00
3456,86502,29,Cash,200,2452372,1046889,86441,183532,572.00,12.00,1,5.00,15.00,9.00,2022-01-11 00:00:00
3456,86521,29,Cash,105,2452372,1046889,86496,75247,4651.00,43.00,1,23.00,106.00,64.00,2022-01-11 00:00:00
5796,86543,15,Bank Draft,200,2452372,1047352,86444,153234,1121.00,11.00,1,14.00,27.00,16.00,2022-01-11 00:00:00
6236,86537,10,Loan,200,2452373,1046803,86448,91146,2035.00,45.00,1,.00,56.00,34.00,2022-01-11 00:00:00
5292,86532,20,Lease,200,2452373,1047013,86469,110320,206.00,2.00,1,1.00,6.00,3.00,2022-01-11 00:00:00
6236,86530,10,Cash,200,2452373,1046803,86472,161545,3119.00,62.00,1,12.00,78.00,47.00,2022-01-11 00:00:00
5292,86539,20,Bank Draft,200,2452373,1047013,86469,142431,1675.00,19.00,1,.00,46.00,28.00,2022-01-11 00:00:00
5292,2001,20,Loan,200,2452373,1047013,86469,92946,83048.00,780.00,1,19.00,1950.00,1170.00,2022-01-11 00:00:00
5861,2000,28,Loan,200,2452373,1047247,86495,185543,93380.00,1840.00,1,13.00,2300.00,1380.00,2022-01-11 00:00:00
5861,86504,28,Lease,200,2452373,1047247,86422,104512,596.00,13.00,1,2.00,16.00,10.00,2022-01-11 00:00:00
6236,86516,10,Lease,105,2452373,1046803,86448,181503,3952.00,85.00,1,4.00,106.00,63.00,2022-01-11 00:00:00
6236,86538,10,Lease,200,2452373,1046803,86472,150302,359.00,7.00,1,15.00,9.00,5.00,2022-01-11 00:00:00
5292,86511,20,Cash,200,2452373,1047013,86469,101333,4603.00,45.00,1,16.00,111.00,67.00,2022-01-11 00:00:00
5292,86530,20,Other,200,2452373,1047013,86469,133458,3119.00,62.00,1,12.00,78.00,47.00,2022-01-11 00:00:00
3161,86524,23,Cash,200,2452374,1047259,86479,130656,331.00,19.00,3,17.00,24.00,14.00,2022-01-11 00:00:00
3161,86501,23,Cash,200,2452374,1047259,86458,120435,741.00,7.00,1,21.00,17.00,10.00,2022-01-11 00:00:00
5855,86540,29,Bank Draft,200,2452375,1046333,86436,74407,1171.00,22.00,1,17.00,28.00,17.00,2022-01-11 00:00:00
5855,86515,29,Bank Draft,200,2452375,1046333,86496,183406,2462.00,23.00,1,23.00,56.00,34.00,2022-01-11 00:00:00
5071,86508,29,Bank Draft,200,2452376,1047279,86405,164059,641.00,6.00,1,16.00,16.00,9.00,2022-01-11 00:00:00
5071,86534,29,Bank Draft,125,2452376,1047279,86441,154325,4179.00,44.00,1,5.00,111.00,66.00,2022-01-11 00:00:00
5631,2002,5,Loan,200,2452376,1047405,86431,175347,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-11 00:00:00
6213,86530,29,Other,200,2452376,1046513,86436,75407,3119.00,62.00,1,12.00,78.00,47.00,2022-01-11 00:00:00
5631,86538,5,Bank Draft,200,2452376,1047405,86459,153308,359.00,7.00,1,15.00,9.00,5.00,2022-01-11 00:00:00
5631,86539,5,Bank Draft,200,2452376,1047405,86431,151528,1675.00,19.00,1,.00,46.00,28.00,2022-01-11 00:00:00
2598,2002,27,Bank Draft,200,2452376,1046228,86417,161912,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-11 00:00:00
5631,86538,5,Cash,200,2452376,1047405,86434,84030,359.00,7.00,1,15.00,9.00,5.00,2022-01-11 00:00:00
6213,86541,29,Other,200,2452376,1046513,86496,101823,730.00,14.00,1,16.00,18.00,11.00,2022-01-11 00:00:00
6213,86520,29,Other,200,2452376,1046513,86441,83259,191.00,4.00,1,23.00,4.00,3.00,2022-01-11 00:00:00
3607,86531,6,Bank Draft,200,2452377,1046550,86424,90320,351.00,3.00,1,13.00,9.00,5.00,2022-01-11 00:00:00
3607,86510,6,Other,200,2452377,1046550,86424,180522,1125.00,22.00,1,12.00,28.00,17.00,2022-01-11 00:00:00
3688,2000,21,Loan,200,2452378,1047221,86475,160812,31127.00,1840.00,3,13.00,2300.00,1380.00,2022-01-11 00:00:00
5823,86537,23,Other,200,2452378,1046851,86479,95011,2035.00,45.00,1,.00,56.00,34.00,2022-01-11 00:00:00
5823,86536,23,Bank Draft,200,2452378,1046851,86458,94138,1178.00,12.00,1,7.00,31.00,18.00,2022-01-11 00:00:00
5990,86538,23,Cash,200,2452378,1047069,86479,153300,359.00,7.00,1,15.00,9.00,5.00,2022-01-11 00:00:00
2982,2003,13,Bank Draft,200,2452378,1046375,86438,74147,85318.00,840.00,1,13.00,2100.00,1260.00,2022-01-11 00:00:00
5990,86536,23,Bank Draft,200,2452378,1047069,86458,91922,1178.00,12.00,1,7.00,31.00,18.00,2022-01-11 00:00:00
5662,2003,21,Cash,200,2452378,1046596,86465,83048,85318.00,840.00,1,13.00,2100.00,1260.00,2022-01-11 00:00:00
5990,86537,23,Bank Draft,200,2452378,1047069,86470,125950,2035.00,45.00,1,.00,56.00,34.00,2022-01-11 00:00:00
5823,86533,23,Lease,200,2452378,1046851,86479,80825,4487.00,44.00,1,13.00,111.00,66.00,2022-01-11 00:00:00
5900,86517,5,Bank Draft,200,2452380,1047603,86459,130537,2655.00,27.00,1,11.00,67.00,40.00,2022-01-11 00:00:00
5649,86505,21,Cash,200,2452380,1047458,86447,135608,695.00,7.00,1,16.00,17.00,10.00,2022-01-11 00:00:00
5649,86517,21,Loan,200,2452380,1047458,86475,111643,2655.00,27.00,1,11.00,67.00,40.00,2022-01-11 00:00:00
5714,86508,20,Bank Draft,200,2452380,1047925,86469,151555,641.00,6.00,1,16.00,16.00,9.00,2022-01-11 00:00:00
5714,86534,20,Loan,200,2452380,1047925,86469,85955,4179.00,44.00,1,5.00,111.00,66.00,2022-01-11 00:00:00
5714,86533,20,Lease,200,2452380,1047925,86469,130105,4487.00,44.00,1,13.00,111.00,66.00,2022-01-11 00:00:00
5900,86540,5,Cash,200,2452380,1047603,86431,141417,1171.00,22.00,1,17.00,28.00,17.00,2022-01-11 00:00:00
6066,86539,15,Cash,200,2452483,1047617,86429,71346,1675.00,19.00,1,.00,46.00,28.00,2022-01-13 00:00:00
2915,86501,25,Bank Draft,200,2452483,1047516,86452,184001,741.00,7.00,1,21.00,17.00,10.00,2022-01-13 00:00:00
4201,86517,12,Other,200,2452483,1046257,86435,110946,2655.00,27.00,1,11.00,67.00,40.00,2022-01-13 00:00:00
2915,2003,25,Loan,200,2452483,1047516,86452,172249,85318.00,840.00,1,13.00,2100.00,1260.00,2022-01-13 00:00:00
4201,86506,12,Lease,200,2452483,1046257,86435,125543,536.00,11.00,1,8.00,14.00,8.00,2022-01-13 00:00:00
6066,86511,15,Loan,200,2452483,1047617,86455,113345,4603.00,45.00,1,16.00,111.00,67.00,2022-01-13 00:00:00
6534,2004,11,Other,200,2452483,1046640,86464,91951,54772.00,540.00,1,13.00,1350.00,810.00,2022-01-13 00:00:00
6534,86504,11,Loan,200,2452483,1046640,86433,104914,596.00,13.00,1,2.00,16.00,10.00,2022-01-13 00:00:00
4201,86542,12,Other,200,2452483,1046257,86435,101452,180.00,4.00,1,15.00,4.00,3.00,2022-01-13 00:00:00
6534,86512,11,Lease,200,2452483,1046640,86433,95659,4303.00,45.00,1,6.00,113.00,68.00,2022-01-13 00:00:00
4844,86515,16,Other,200,2452483,1047428,86489,162412,2462.00,23.00,1,23.00,56.00,34.00,2022-01-13 00:00:00
4201,86521,12,Cash,200,2452483,1046257,86435,112225,4651.00,43.00,1,23.00,106.00,64.00,2022-01-13 00:00:00
4201,86504,12,Other,200,2452483,1046257,86435,75242,596.00,13.00,1,2.00,16.00,10.00,2022-01-13 00:00:00
4844,86515,16,Cash,200,2452483,1047428,86457,165121,2462.00,23.00,1,23.00,56.00,34.00,2022-01-13 00:00:00
6534,86514,11,Cash,200,2452483,1046640,86464,112532,1025.00,11.00,1,1.00,28.00,17.00,2022-01-13 00:00:00
6534,86527,11,Bank Draft,200,2452483,1046640,86433,163406,874.00,17.00,1,12.00,22.00,13.00,2022-01-13 00:00:00
5670,86516,9,Cash,200,2452484,1047802,86419,113727,3952.00,85.00,1,4.00,106.00,63.00,2022-01-13 00:00:00
5670,86522,9,Loan,125,2452484,1047802,86419,124947,2494.00,53.00,1,4.00,67.00,40.00,2022-01-13 00:00:00
5121,86514,29,Bank Draft,200,2452484,1047647,86436,171420,1025.00,11.00,1,1.00,28.00,17.00,2022-01-13 00:00:00
5121,86521,29,Lease,200,2452484,1047647,86436,112429,4651.00,43.00,1,23.00,106.00,64.00,2022-01-13 00:00:00
5121,86529,29,Bank Draft,200,2452484,1047647,86441,115349,1351.00,28.00,1,7.00,35.00,21.00,2022-01-13 00:00:00
484,2002,22,Lease,200,2452484,1046775,86450,151019,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-13 00:00:00
5670,86538,9,Lease,200,2452484,1047802,86439,83803,359.00,7.00,1,15.00,9.00,5.00,2022-01-13 00:00:00
6720,86524,24,Other,200,2452485,1046997,86482,174623,994.00,19.00,1,17.00,24.00,14.00,2022-01-13 00:00:00
6720,86525,24,Other,200,2452485,1046997,86482,155109,230.00,4.00,1,17.00,6.00,3.00,2022-01-13 00:00:00
6720,86534,24,Other,200,2452485,1046997,86443,101710,4179.00,44.00,1,5.00,111.00,66.00,2022-01-13 00:00:00
5522,86506,7,Cash,200,2452486,1046899,86453,184807,536.00,11.00,1,8.00,14.00,8.00,2022-01-13 00:00:00
3983,86511,9,Cash,200,2452486,1046999,86419,145153,4603.00,45.00,1,16.00,111.00,67.00,2022-01-13 00:00:00
5522,86527,7,Cash,200,2452486,1046899,86481,122419,874.00,17.00,1,12.00,22.00,13.00,2022-01-13 00:00:00
5364,86502,10,Bank Draft,200,2452486,1047906,86448,121528,608.00,12.00,1,12.00,15.00,9.00,2022-01-13 00:00:00
3983,86532,9,Lease,200,2452486,1046999,86419,171121,206.00,2.00,1,1.00,6.00,3.00,2022-01-13 00:00:00
5364,86516,10,Lease,200,2452486,1047906,86472,174416,3952.00,85.00,1,4.00,106.00,63.00,2022-01-13 00:00:00
5218,86538,10,Cash,200,2452487,1047594,86407,93148,359.00,7.00,1,15.00,9.00,5.00,2022-01-13 00:00:00
6511,2004,23,Lease,200,2452487,1047992,86490,130842,54772.00,540.00,1,13.00,1350.00,810.00,2022-01-13 00:00:00
6729,2002,28,Cash,200,2452487,1047743,86454,91048,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-13 00:00:00
5218,2001,10,Other,200,2452487,1047594,86461,81711,83048.00,780.00,1,19.00,1950.00,1170.00,2022-01-13 00:00:00
6004,86506,26,Lease,200,2452487,1046750,86449,165514,536.00,11.00,1,8.00,14.00,8.00,2022-01-13 00:00:00
6004,86535,26,Cash,125,2452487,1046750,86493,182434,359.00,3.00,1,24.00,8.00,5.00,2022-01-13 00:00:00
6729,86524,28,Bank Draft,200,2452487,1047743,86495,180129,994.00,19.00,1,17.00,24.00,14.00,2022-01-13 00:00:00
5218,86504,10,Loan,200,2452487,1047594,86448,140101,596.00,13.00,1,2.00,16.00,10.00,2022-01-13 00:00:00
6283,86518,23,Cash,200,2452487,1046876,86421,71421,2495.00,53.00,1,4.00,67.00,40.00,2022-01-13 00:00:00
6283,86511,23,Bank Draft,200,2452487,1046876,86421,141447,4603.00,45.00,1,16.00,111.00,67.00,2022-01-13 00:00:00
6004,2002,26,Cash,200,2452487,1046750,86493,74826,50258.00,510.00,1,10.00,1275.00,765.00,2022-01-13 00:00:00
6283,86525,23,Cash,200,2452487,1046876,86479,162450,230.00,4.00,1,17.00,6.00,3.00,2022-01-13 00:00:00
6511,86509,23,Loan,125,2452487,1047992,86470,82104,629.00,12.00,1,13.00,16.00,9.00,2022-01-13 00:00:00
